Image_Path,Class,Normalized_Class,Flavonoid,Phenolic,Tannin
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 100 PPM\20250412_110123.jpg,Ascorbic 100 PPM,Ascorbic_100,15.0,57.0,27.3
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 100 PPM\20250412_110127.jpg,Ascorbic 100 PPM,Ascorbic_100,15.0,57.0,27.3
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 100 PPM\20250412_110129.jpg,Ascorbic 100 PPM,Ascorbic_100,15.0,57.0,27.3
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 100 PPM\20250412_110132.jpg,Ascorbic 100 PPM,Ascorbic_100,15.0,57.0,27.3
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 100 PPM\20250412_110134.jpg,Ascorbic 100 PPM,Ascorbic_100,15.0,57.0,27.3
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 100 PPM\20250412_110138.jpg,Ascorbic 100 PPM,Ascorbic_100,15.0,57.0,27.3
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 100 PPM\20250412_110146.jpg,Ascorbic 100 PPM,Ascorbic_100,15.0,57.0,27.3
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 100 PPM\20250412_110307.jpg,Ascorbic 100 PPM,Ascorbic_100,15.0,57.0,27.3
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 100 PPM\20250412_110318.jpg,Ascorbic 100 PPM,Ascorbic_100,15.0,57.0,27.3
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 100 PPM\20250412_110323.jpg,Ascorbic 100 PPM,Ascorbic_100,15.0,57.0,27.3
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 100 PPM\20250412_110326.jpg,Ascorbic 100 PPM,Ascorbic_100,15.0,57.0,27.3
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 100 PPM\20250412_110329.jpg,Ascorbic 100 PPM,Ascorbic_100,15.0,57.0,27.3
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 100 PPM\20250412_110332.jpg,Ascorbic 100 PPM,Ascorbic_100,15.0,57.0,27.3
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 100 PPM\20250412_110335.jpg,Ascorbic 100 PPM,Ascorbic_100,15.0,57.0,27.3
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 100 PPM\20250412_110342.jpg,Ascorbic 100 PPM,Ascorbic_100,15.0,57.0,27.3
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 100 PPM\20250412_110345.jpg,Ascorbic 100 PPM,Ascorbic_100,15.0,57.0,27.3
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 100 PPM\20250412_110355.jpg,Ascorbic 100 PPM,Ascorbic_100,15.0,57.0,27.3
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 100 PPM\20250412_110401.jpg,Ascorbic 100 PPM,Ascorbic_100,15.0,57.0,27.3
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 100 PPM\20250418_154558.jpg,Ascorbic 100 PPM,Ascorbic_100,15.0,57.0,27.3
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 100 PPM\20250418_154603.jpg,Ascorbic 100 PPM,Ascorbic_100,15.0,57.0,27.3
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 100 PPM\20250418_154606.jpg,Ascorbic 100 PPM,Ascorbic_100,15.0,57.0,27.3
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 100 PPM\20250418_154609.jpg,Ascorbic 100 PPM,Ascorbic_100,15.0,57.0,27.3
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 100 PPM\20250418_154614.jpg,Ascorbic 100 PPM,Ascorbic_100,15.0,57.0,27.3
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 100 PPM\20250418_154625.jpg,Ascorbic 100 PPM,Ascorbic_100,15.0,57.0,27.3
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 100 PPM\20250418_154629.jpg,Ascorbic 100 PPM,Ascorbic_100,15.0,57.0,27.3
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 100 PPM\20250418_154701.jpg,Ascorbic 100 PPM,Ascorbic_100,15.0,57.0,27.3
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 100 PPM\20250418_154704.jpg,Ascorbic 100 PPM,Ascorbic_100,15.0,57.0,27.3
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 100 PPM\20250418_154708.jpg,Ascorbic 100 PPM,Ascorbic_100,15.0,57.0,27.3
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 100 PPM\20250418_154711.jpg,Ascorbic 100 PPM,Ascorbic_100,15.0,57.0,27.3
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 100 PPM\20250418_154714.jpg,Ascorbic 100 PPM,Ascorbic_100,15.0,57.0,27.3
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 100 PPM\20250418_154721.jpg,Ascorbic 100 PPM,Ascorbic_100,15.0,57.0,27.3
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 100 PPM\20250418_154727.jpg,Ascorbic 100 PPM,Ascorbic_100,15.0,57.0,27.3
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 100 PPM\20250418_154730.jpg,Ascorbic 100 PPM,Ascorbic_100,15.0,57.0,27.3
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 100 PPM\20250418_154736.jpg,Ascorbic 100 PPM,Ascorbic_100,15.0,57.0,27.3
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 100 PPM\20250418_154805.jpg,Ascorbic 100 PPM,Ascorbic_100,15.0,57.0,27.3
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_143114.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_143118.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_143121.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_143125.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_143129.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_143132.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_143135.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_143237.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_143240.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_143243.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_143245.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_143248.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_143251.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_143254.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_143258.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_143301.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_143304.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_143306.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_143309.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_143314.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_143322.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_143326.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_143329.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_143332.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_143334.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_143348.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_143354.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_143358.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_151328.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_151332.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_151334.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_151337.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_151341.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_151346.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_151348.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_151352.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_151354.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_151509.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_151512.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_151515.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_151518.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_151521.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_151524.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_151528.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_151531.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_151638.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_151641.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_151645.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_151658.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_151702.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_151705.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_151712.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_151715.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_151822.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_151825.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_151828.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_151830.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_151834.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_151836.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_151842.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_151849.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_151853.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_151857.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_151901.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_151934.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_152722.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_152726.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_152729.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_152732.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_152735.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_152737.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_152740.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_152743.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_152748.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_152751.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_152805.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_152813.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_152816.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_152821.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_152824.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_152828.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_152831.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_152833.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_152837.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_152840.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_152843.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250411_152847.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250418_155643.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250418_155646.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250418_155649.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250418_155653.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250418_155656.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250418_155659.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250418_155703.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250418_155710.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250418_155721.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250418_155738.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250418_155743.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250418_160008.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Ascorbic 50 PPM\20250418_160014.jpg,Ascorbic 50 PPM,Ascorbic_50,21.8,38.0,17.0
C:\Users\shivani\Desktop\Iceburg Lettuce\Chitosan 2_\20250411_051855.jpg,Chitosan 2_,Chitosan_2,40.6,45.0,21.7
C:\Users\shivani\Desktop\Iceburg Lettuce\Chitosan 2_\20250411_051901.jpg,Chitosan 2_,Chitosan_2,40.6,45.0,21.7
C:\Users\shivani\Desktop\Iceburg Lettuce\Chitosan 2_\20250411_051905.jpg,Chitosan 2_,Chitosan_2,40.6,45.0,21.7
C:\Users\shivani\Desktop\Iceburg Lettuce\Chitosan 2_\20250411_051918.jpg,Chitosan 2_,Chitosan_2,40.6,45.0,21.7
C:\Users\shivani\Desktop\Iceburg Lettuce\Chitosan 2_\20250411_051921.jpg,Chitosan 2_,Chitosan_2,40.6,45.0,21.7
C:\Users\shivani\Desktop\Iceburg Lettuce\Chitosan 2_\20250411_051930.jpg,Chitosan 2_,Chitosan_2,40.6,45.0,21.7
C:\Users\shivani\Desktop\Iceburg Lettuce\Chitosan 2_\20250411_051934.jpg,Chitosan 2_,Chitosan_2,40.6,45.0,21.7
C:\Users\shivani\Desktop\Iceburg Lettuce\Chitosan 2_\20250411_051937.jpg,Chitosan 2_,Chitosan_2,40.6,45.0,21.7
C:\Users\shivani\Desktop\Iceburg Lettuce\Chitosan 2_\20250411_052054.jpg,Chitosan 2_,Chitosan_2,40.6,45.0,21.7
C:\Users\shivani\Desktop\Iceburg Lettuce\Chitosan 2_\20250411_052057.jpg,Chitosan 2_,Chitosan_2,40.6,45.0,21.7
C:\Users\shivani\Desktop\Iceburg Lettuce\Chitosan 2_\20250411_052103.jpg,Chitosan 2_,Chitosan_2,40.6,45.0,21.7
C:\Users\shivani\Desktop\Iceburg Lettuce\Chitosan 2_\20250411_052108.jpg,Chitosan 2_,Chitosan_2,40.6,45.0,21.7
C:\Users\shivani\Desktop\Iceburg Lettuce\Chitosan 2_\20250411_052112.jpg,Chitosan 2_,Chitosan_2,40.6,45.0,21.7
C:\Users\shivani\Desktop\Iceburg Lettuce\Chitosan 2_\20250411_052116.jpg,Chitosan 2_,Chitosan_2,40.6,45.0,21.7
C:\Users\shivani\Desktop\Iceburg Lettuce\Chitosan 2_\20250411_052121.jpg,Chitosan 2_,Chitosan_2,40.6,45.0,21.7
C:\Users\shivani\Desktop\Iceburg Lettuce\Chitosan 2_\20250411_052126.jpg,Chitosan 2_,Chitosan_2,40.6,45.0,21.7
C:\Users\shivani\Desktop\Iceburg Lettuce\Chitosan 2_\20250411_052233.jpg,Chitosan 2_,Chitosan_2,40.6,45.0,21.7
C:\Users\shivani\Desktop\Iceburg Lettuce\Chitosan 2_\20250411_052237.jpg,Chitosan 2_,Chitosan_2,40.6,45.0,21.7
C:\Users\shivani\Desktop\Iceburg Lettuce\Chitosan 2_\20250411_052240.jpg,Chitosan 2_,Chitosan_2,40.6,45.0,21.7
C:\Users\shivani\Desktop\Iceburg Lettuce\Chitosan 2_\20250411_052246.jpg,Chitosan 2_,Chitosan_2,40.6,45.0,21.7
C:\Users\shivani\Desktop\Iceburg Lettuce\Chitosan 2_\20250411_052249.jpg,Chitosan 2_,Chitosan_2,40.6,45.0,21.7
C:\Users\shivani\Desktop\Iceburg Lettuce\Chitosan 2_\20250411_052252.jpg,Chitosan 2_,Chitosan_2,40.6,45.0,21.7
C:\Users\shivani\Desktop\Iceburg Lettuce\Chitosan 2_\20250411_052303.jpg,Chitosan 2_,Chitosan_2,40.6,45.0,21.7
C:\Users\shivani\Desktop\Iceburg Lettuce\Chitosan 2_\20250411_052310.jpg,Chitosan 2_,Chitosan_2,40.6,45.0,21.7
C:\Users\shivani\Desktop\Iceburg Lettuce\Chitosan 2_\20250411_052423.jpg,Chitosan 2_,Chitosan_2,40.6,45.0,21.7
C:\Users\shivani\Desktop\Iceburg Lettuce\Chitosan 2_\20250411_052437.jpg,Chitosan 2_,Chitosan_2,40.6,45.0,21.7
C:\Users\shivani\Desktop\Iceburg Lettuce\Chitosan 2_\20250411_052442.jpg,Chitosan 2_,Chitosan_2,40.6,45.0,21.7
C:\Users\shivani\Desktop\Iceburg Lettuce\Chitosan 2_\20250411_052445.jpg,Chitosan 2_,Chitosan_2,40.6,45.0,21.7
C:\Users\shivani\Desktop\Iceburg Lettuce\Chitosan 2_\20250411_052447.jpg,Chitosan 2_,Chitosan_2,40.6,45.0,21.7
C:\Users\shivani\Desktop\Iceburg Lettuce\Chitosan 2_\20250411_052454.jpg,Chitosan 2_,Chitosan_2,40.6,45.0,21.7
C:\Users\shivani\Desktop\Iceburg Lettuce\Chitosan 2_\20250411_052502.jpg,Chitosan 2_,Chitosan_2,40.6,45.0,21.7
C:\Users\shivani\Desktop\Iceburg Lettuce\Chitosan 2_\20250411_052505.jpg,Chitosan 2_,Chitosan_2,40.6,45.0,21.7
C:\Users\shivani\Desktop\Iceburg Lettuce\Chitosan 2_\20250411_054042.jpg,Chitosan 2_,Chitosan_2,40.6,45.0,21.7
C:\Users\shivani\Desktop\Iceburg Lettuce\Chitosan 2_\20250411_054045.jpg,Chitosan 2_,Chitosan_2,40.6,45.0,21.7
C:\Users\shivani\Desktop\Iceburg Lettuce\Chitosan 2_\20250411_054048.jpg,Chitosan 2_,Chitosan_2,40.6,45.0,21.7
